0.000000;0.000000
0.041888;6.071970
0.083776;12.133287
0.125664;18.173317
0.167552;24.181467
0.209440;30.147196
0.251327;36.060036
0.293215;41.909611
0.335103;47.685665
0.376991;53.378063
0.418879;58.976818
0.460767;64.472107
0.502655;69.854286
0.544543;75.113914
0.586431;80.241768
0.628318;85.228859
0.670206;90.066422
0.712094;94.745979
0.753982;99.259315
0.795870;103.598526
0.837758;107.755989
0.879646;111.724403
0.921534;115.496819
0.963422;119.066620
1.005309;122.427528
1.047197;125.573669
1.089085;128.499496
1.130973;131.199905
1.172861;133.670135
1.214749;135.905884
1.256637;137.903183
1.298525;139.658554
1.340412;141.168930
1.382300;142.431641
1.424188;143.444489
1.466076;144.205673
1.507964;144.713882
1.549852;144.968201
1.591740;144.968201
1.633628;144.713882
1.675516;144.205688
1.717403;143.444504
1.759291;142.431671
1.801179;141.168961
1.843067;139.658600
1.884955;137.903229
1.926843;135.905914
1.968731;133.670197
2.010619;131.199951
2.052507;128.499557
2.094395;125.573715
2.136283;122.427574
2.178171;119.066658
2.220059;115.496849
2.261947;111.724419
2.303835;107.755997
2.345723;103.598526
2.387611;99.259308
2.429499;94.745949
2.471387;90.066383
2.513275;85.228798
2.555163;80.241699
2.597051;75.113823
2.638939;69.854172
2.680827;64.471977
2.722715;58.976673
2.764603;53.377907
2.806491;47.685497
2.848379;41.909424
2.890267;36.059834
2.932155;30.146980
2.974043;24.181238
3.015931;18.173073
3.057819;12.133027
3.099707;6.071695
3.141595;-0.000289
3.183483;-6.072273
3.225371;-12.133604
3.267259;-18.173647
3.309147;-24.181808
3.351035;-30.147547
3.392923;-36.060394
3.434811;-41.909985
3.476699;-47.686043
3.518587;-53.378448
3.560475;-58.977207
3.602363;-64.472496
3.644251;-69.854683
3.686139;-75.114319
3.728027;-80.242172
3.769915;-85.229263
3.811803;-90.066833
3.853691;-94.746391
3.895579;-99.259720
3.937467;-103.598923
3.979355;-107.756378
4.021243;-111.724792
4.063130;-115.497177
4.105018;-119.066940
4.146906;-122.427826
4.188794;-125.573929
4.230681;-128.499741
4.272569;-131.200119
4.314457;-133.670334
4.356345;-135.906036
4.398232;-137.903320
4.440120;-139.658676
4.482008;-141.169022
4.523896;-142.431717
4.565784;-143.444534
4.607671;-144.205704
4.649559;-144.713898
4.691447;-144.968201
4.733335;-144.968201
4.775222;-144.713852
4.817110;-144.205658
4.858998;-143.444473
4.900886;-142.431625
4.942773;-141.168915
4.984661;-139.658539
5.026549;-137.903168
5.068437;-135.905869
5.110324;-133.670135
5.152212;-131.199921
5.194100;-128.499512
5.235988;-125.573692
5.277875;-122.427567
5.319763;-119.066666
5.361651;-115.496887
5.403539;-111.724480
5.445426;-107.756073
5.487314;-103.598640
5.529202;-99.259445
5.571090;-94.746124
5.612978;-90.066582
5.654865;-85.229042
5.696753;-80.241974
5.738641;-75.114143
5.780529;-69.854530
5.822416;-64.472366
5.864304;-58.977108
5.906192;-53.378380
5.948080;-47.686008
5.989967;-41.909977
6.031855;-36.060425
6.073743;-30.147612
6.115631;-24.181906
6.157518;-18.173782
6.199406;-12.133772
6.241294;-6.072476
0.000000;0.000000
0.041888;6.281348
0.083776;12.551677
0.125664;18.799982
0.167552;25.015312
0.209440;31.186754
0.251327;37.303486
0.293215;43.354771
0.335103;49.329998
0.376991;55.218685
0.418879;61.010502
0.460767;66.695282
0.502655;72.263054
0.544543;77.704048
0.586431;83.008728
0.628318;88.167786
0.670206;93.172165
0.712094;98.013084
0.753982;102.682053
0.795870;107.170891
0.837758;111.471710
0.879646;115.576965
0.921534;119.479462
0.963422;123.172363
1.005309;126.649170
1.047197;129.903793
1.089085;132.930527
1.130973;135.724045
1.172861;138.279449
1.214749;140.592285
1.256637;142.658463
1.298525;144.474365
1.340412;146.036819
1.382300;147.343079
1.424188;148.390839
1.466076;149.178284
1.507964;149.704010
1.549852;149.967102
1.591740;149.967102
1.633628;149.704025
1.675516;149.178299
1.717403;148.390869
1.759291;147.343109
1.801179;146.036850
1.843067;144.474411
1.884955;142.658508
1.926843;140.592331
1.968731;138.279510
2.010619;135.724091
2.052507;132.930573
2.094395;129.903839
2.136283;126.649216
2.178171;123.172401
2.220059;119.479500
2.261947;115.576988
2.303835;111.471718
2.345723;107.170891
2.387611;102.682045
2.429499;98.013046
2.471387;93.172119
2.513275;88.167725
2.555163;83.008659
2.597051;77.703949
2.638939;72.262939
2.680827;66.695152
2.722715;61.010353
2.764603;55.218525
2.806491;49.329826
2.848379;43.354580
2.890267;37.303276
2.932155;31.186531
2.974043;25.015076
3.015931;18.799730
3.057819;12.551407
3.099707;6.281064
3.141595;-0.000299
3.183483;-6.281662
3.225371;-12.552004
3.267259;-18.800325
3.309147;-25.015665
3.351035;-31.187117
3.392923;-37.303856
3.434811;-43.355156
3.476699;-49.330387
3.518587;-55.219086
3.560475;-61.010902
3.602363;-66.695686
3.644251;-72.263466
3.686139;-77.704468
3.728027;-83.009148
3.769915;-88.168205
3.811803;-93.172585
3.853691;-98.013504
3.895579;-102.682472
3.937467;-107.171303
3.979355;-111.472115
4.021243;-115.577370
4.063130;-119.479843
4.105018;-123.172699
4.146906;-126.649475
4.188794;-129.904068
4.230681;-132.930771
4.272569;-135.724258
4.314457;-138.279648
4.356345;-140.592453
4.398232;-142.658600
4.440120;-144.474487
4.482008;-146.036926
4.523896;-147.343155
4.565784;-148.390900
4.607671;-149.178314
4.649559;-149.704025
4.691447;-149.967102
4.733335;-149.967102
4.775222;-149.703995
4.817110;-149.178253
4.858998;-148.390823
4.900886;-147.343063
4.942773;-146.036804
4.984661;-144.474350
5.026549;-142.658447
5.068437;-140.592270
5.110324;-138.279449
5.152212;-135.724045
5.194100;-132.930527
5.235988;-129.903824
5.277875;-126.649208
5.319763;-123.172409
5.361651;-119.479538
5.403539;-115.577049
5.445426;-111.471802
5.487314;-107.171005
5.529202;-102.682182
5.571090;-98.013229
5.612978;-93.172325
5.654865;-88.167976
5.696753;-83.008942
5.738641;-77.704285
5.780529;-72.263306
5.822416;-66.695557
5.864304;-61.010799
5.906192;-55.219013
5.948080;-49.330353
5.989967;-43.355152
6.031855;-37.303886
6.073743;-31.187183
6.115631;-25.015766
6.157518;-18.800463
6.199406;-12.552178
